Media Name;Date;Article Tittle;Article Media;Precise Quote;Link Article
;;;On September 25, Rodrigo attended the Academy Museum of Motion Pictures opening gala in Los Angeles wearing this showstopping gown from Saint Laurent. She paired the look with a classic red lip and a simple but effective updo that also perfectly framed her face. While it is true that Rodrigo didn't look the most comfortable in this ensemble — maybe because the fit wasn't 100% perfect — the whole thing was stunningly gorgeous and it is, without a doubt, her most sophisticated look to date. If you ever wondered what Rodrigo's take on Parisian style would look like, wonder no more. While in Las Vegas, Rodrigo channeled her inner French gal (while letting her edgy side shine) with vintage Jean Paul Gaultier jeans, a crocheted beret, and a black corset bustier worn as a top. Her style inspiration for the look? None other than Sex and the City's Carrie Bradshaw. ;;
;;;For her MTV VMAs 2021 performance (and to receive her first Moon Person award), Rodrigo rocked this pastel dress from Marc Jacob's Heaven line. The purple and baby sky blue dress was custom-made for the artist. The collaboration makes total sense and works perfectly for Liv. She rounded off the look with a Swarovski choker, Wolford tights, and, of course, a pair of Dr. Martens x Heaven by Marc Jacobs croc boots. On the red carpet, Rodrigo wore this stunning Atelier Versace dress and archive Richard Kerr butterfly earrings.;;
;;;"By now, we all know Rodrigo has a penchant for platform boots, but she really took it to the next level with this Bratz-esque pair: the second Marc Jacobs pair in her arsenal (that we know of.)

Rodrigo stepped out in Los Angeles with Iris Apatow wearing a pair of the archive shoes, which were first unveiled during the Marc Jacobs Fall 2017 show. This silhouette, known as the Margaret, and her low-rise sister, the Ruth, have recently seen a spike in popularity as they are being sold once again at the Heaven by Marc Jacobs boutique in Los Angeles' Fairfax area.";;
;;;Rodrigo attended the launch party of Billie Eilish's new album, Happier Than Ever, in a stunning two-piece that she paired, of course, with Dr. Martens and silver jewelry. Rodrigo was spotted out and about in NYC, grabbing lunch and doing a bit of thrifting with Conan Gray in one of her most buzz-worthy outfits to date. The singer rocked a pair of white sunglasses, a graphic t-shirt from Mimi Wade, and a statement mini skirt. However, the stars of the outfit were without doubt her TikTok-approved Mayhem red patent platform boots from Naked Wolfe. (If “Oops!...I Did It Again” were a shoe, it'd be these.);;
;;;On July 14, Olivia Rodrigo arrived at the White House to promote COVID-19 vaccination among young people and she did so in an impeccable outfit. The star opted for a tweed Chanel two-piece and her trusty silver jewelry. To contrast the baby pink of the ensemble, she added a black mini purse and black socks paired with platform Mary Janes in white. A mix of Clueless's Cher Horowitz and Legally Blonde's Elle Woods, this outfit is more than perfect for the formal occasion. Rodrigo's current style lays at a mix of Gen-Z flare and early '00s grunge. This outfit is a perfect example of that: a DSQUARED2 red plaid print dress paired with Marc Jacobs knee-high platform heels with cutouts all the way up the front. Perfection;;
;;;"Performing her hit single ""Good 4 U"" for the first time on Saturday Night Live, Rodrigo went peak Gen-Z will her outfit: Plaid jumpsuit, Dr. Martens boots, and all the angst you could ask for. The look was a contrast from Rodrigo's previous outfit for the evening. While performing ""Drivers License,"" she donned a silk slip dress, matching the mood of the chart-topping tune. The juxtaposition between the two outfits showed Olivia Rodrigo's style range clearly, in just one evening. To promo her debut SNL performance, Rodrigo slipped into a shiny burgundy dress, cut at the mid-thigh but complete with sleeves. She paired it with a black face mask and threw her hair into two braids, which has since become one of her go-to 'dos.";;
;;;Rodrigo is not afraid to play with bold patterns and prints. Spotted on the streets of New York City leading up to her SNL debut performance, she sported a funky cat-print dress, worn on top of a black shirt. Rodrigo finished off the look with neon green sunglasses and black Converse low tops. Rodrigo showed up to her SNL rehearsal in this to die for ensemble: Beneath a classic leather jacket, Rodrigo opted for a two-piece neon green and black beaded set from Erika Maish. She completed the look with knee-high, lace-up boots. One word: Fabulous.;;
;;;For her first trip to London, Rodrigo did not disappoint on the fashion front. I mean, Marc Jacobs and Jean Paul Gaultier? Doesn’t get much more iconic! In her Hot Ones interview, Rodrigo admitted she loved this outfit so much she had to wear it twice in a row because she couldn’t secure a picture the first time. And we are glad she did!. For her first trip to London, Rodrigo did not disappoint on the fashion front. I mean, Marc Jacobs and Jean Paul Gaultier? Doesn’t get much more iconic! In her Hot Ones interview, Rodrigo admitted she loved this outfit so much she had to wear it twice in a row because she couldn’t secure a picture the first time. And we are glad she did!;;
;;;Prior to performing, Rodrigo walked the red carpet of the BRIT Awards in another Dior ensemble. Opting for another bold color, Olivia Rodrigo donned a strapless neon green tulle gown, paired with jewelry from Alexander Lee McQueen's right-hand man Shaun Leane. She completed the look with a simple, understated black belt and heels. It was classy yet flavorful, just as we've come to expect from Rodrigo. Sour? More like sweet, if you ask me! Rodrigo rocked this extravagant pink gown on Instagram, pairing it with some spiky neck jewelry to counteract its sweet vibe. Pattern clashing can be a big no for most of us, but Rodrigo pulls it off effortlessly. (And you can never go wrong with a pair of Vans slip-ons and matching socks!). This candid pic perfectly encapsulates Olivia Rodrigo's laid-back style. Dr. Martens Jadons, a pair of Y2k printed jeans, a graphic tee, and a leather jacket. Can you tell she's that girl?;;
;;;"Dr. Martens Jadons are a staple in Olivia Rodrigo's wardrobe, and she pairs them with everything, including polka-dot dresses. Rodrigo rang in 2021 in this stunning butterfly top with matching eye makeup. Converse, leather, and a layered sweater give Rodrigo's go-to look a preppier and winter-approved twist. Spotted in New York City, Olivia Rodrigo was serving some Cruella de Vil realness with this look: White furry coat with a red top, blue jeans, and matching red heels. Before her ""drivers license"" fame, there was no doubt Rodrigo was destined for greatness. At the Disney+ premiere of High School Musical: The Musical: The Series, Olivia Rodrigowalked one of her first major red carpets, in style, of course. Stealing the spotlight with her over-the-top ensemble, Rodrigo went for a simple white t-shirt, paired with an eye-catching black tulle gown, finished with flower embellishes for a little pop of glamour. For an event in Hollywood, Rodrigo went the simple yet chic route, slipping into a pair of high-waisted trousers with a white t-shirt and a light-wash denim jacket. The look is mature but still matches her teenage glow.";;
;;;At the World Premiere of Disney's Maleficent: Mistress of Evil, Rodrigo looked, well, magical. This shimmery gold ensemble is fun and festive for the occasion, combining classic Disney energy with red carpet status. Rodrigo achieved peak cuteness at the D23 Disney Legends event, wearing a simple white turtleneck with burgundy suede pants. During this time, Olivia Rodrigo's style was simple yet perfectly curated. Still a young teenager, she never looked out of place. Rather, she was always put together, representing the classy woman she knew she'd become. While Rodrigo doesn't wear all-black 'fits too often anymore, she certainly did back in her early style days. This dress is fun, youthful and, while dark in color, it still finds a way to let her natural glow shine through. This pic is from a while ago, but Rodrigo looks just as mature as she does today. Attending the World Premiere of Disney and Pixar's Incredibles 2, Rodrigo wore a pair of high-waisted, green stain paints with a black and white polka-dot top. She paired the ensemble with some black heels and kept everything else simple. Rodrigo has never been one to overdue her looks, especially on the red carpet, and that's exactly why they work so well.;;
